HEADER,conceptType,conceptUri,preferredLabel,status,skillType,reuseLevel,altLabels,description,broaderConceptUri,broaderConceptPT,conceptType,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2c8199c8-4e40-49b3-b878-caee6e1c1bc0,investigate pollution,released,skill/competence,sector-specific,investigating pollution | testing for pollution | test for pollution | investigate pollution | pollution investigating | pollution testing,"Identify the cause of pollution incidents, as well as its nature and the extent of the risks, by performing tests on the site of pollution as well as in a laboratory and performing research.",http://data.europa.eu/esco/skill/d519fadd-85bf-475f-bf14-c53a0290687d | http://data.europa.eu/esco/skill/3f82a026-8a37-4b54-9ebb-7702b66eeb24 | http://data.europa.eu/esco/skill/fac6dbca-0d38-48a0-a255-d2beea8156d6,monitoring environmental conditions | perform environmental investigations | prevent marine pollution,,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2cb27e30-2be7-4a09-9502-fdd2102c046b,carry out training in environmental matters,released,skill/competence,cross-sector,carry out training in respect of environmental matters | undertake training in environmental matters | oversee training in environmental matters | carry out training in an environmental matter | carry out training in environmental matters | make training in environmental matters | complete training in environmental matters,Perform staff training and ensure all members of the workforce understand how they can contribute to improved environmental performance.,http://data.europa.eu/esco/skill/7f321b88-3d16-4e30-8163-5494ca8ce978 | http://data.europa.eu/esco/skill/699e7c26-6502-4e78-a823-3656ff5a5b8b | http://data.europa.eu/esco/skill/6c4fa8c8-e9e1-49b5-897f-6b61fe649488,engage others in environment friendly behaviours | instruct others | training on operational procedures,,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2d158a78-179e-48e3-ab6f-dd5df7aedadb,manage aquatic habitat,released,skill/competence,occupation-specific,aquatic population managing | aquatic habitat managing | managing habitat in aquaculture | managing population in aquaculture | managing aquatic habitat | manage habitat in aquaculture | manage aquatic habitat | manage population in aquaculture | managing aquatic population,"Remove artificial barriers to aquatic organism movement, such as culverts and dams. Maintain and restore natural vegetation along shorelines. Minimise erosion along developed shorelines.  Prevent the spread of aquatic invasive species and pathogens and control where possible.",http://data.europa.eu/esco/skill/a28c96cd-a43d-4143-b992-903356d0923e | http://data.europa.eu/esco/skill/e52cd6e7-f8dc-4f6f-b988-5554423f53fb,manage habitats | tending and breeding aquatic animals,,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2d73b2d4-2dfd-42e9-a9f4-106d9c58a4b9,integrated food-energy systems,released,knowledge,cross-sector,IFES,The integration of food and energy production into farming or food production systems.,http://data.europa.eu/esco/skill/b7c82b1b-cff9-4641-a62f-e4e28395eade,cultivating land and crops,,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2dd79277-f639-463d-b74f-00b7501d742d,decontamination techniques,released,knowledge,sector-specific,de-contamination of waste | techniques for de-contamination | waste de-contamination | decontamination techniques | de-contamination | waste decontamination | techniques for decontamination | methods of decontamination | decontamination of waste | methods of de-contamination,The methods and techniques used for the decontamination of waste by removing or neutralising the harmful substance.,http://data.europa.eu/esco/isced-f/0712,environmental protection technology,,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2e55bf22-45f2-43f6-8aa0-28894263313d,electric motors,released,knowledge,sector-specific,electric motors | electricity-powered motors | types of electric motor | typology of electric motor | motors powered by electric | kinds of electric motor | electrically driven motors | electrical motors | electric-powered motors,Motors which are able to convert electrical energy into mechanical energy.,http://data.europa.eu/esco/isced-f/0716,"motor vehicles, ships and aircraft",,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2e5d8410-00fd-4c3e-87fa-7c72c0d235ba,marine biology ,released,knowledge,sector-specific,sea biology | aquatic biology,The study of marine living organisms and ecosystems and their interaction underwater.,http://data.europa.eu/esco/isced-f/0511,biology,,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2e77d381-df21-4f84-b3dd-6062be7ef4e1,protect plants during pest control,released,skill/competence,occupation-specific,protecting plants during pest control | provide protection for plants during pest control | protect plant during pest control | protect plants during pest control | make sure plants are protected during pest control,Apply techniques to protect plants from dangerous chemicals used in pest control.,http://data.europa.eu/esco/skill/4c3ab565-747c-4db3-8c47-79e8d6f98cf4 | http://data.europa.eu/esco/skill/08881cb7-5331-4b11-9442-4d7c9fce749e | http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,adopt ways to reduce negative impact of consumption | perform pest control | complying with environmental protection laws and standards,,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2eea3fd6-82ee-4334-8e36-62a0707cade1,design building air tightness,released,skill/competence,sector-specific,engineer an air tight building,Address the air tightness of the building as a part of energy conservation concept. Guide the design on air tightness towards the desired level of air tightness.,http://data.europa.eu/esco/skill/b2c688b0-9106-466d-8b88-eafdfe608e7d | http://data.europa.eu/esco/skill/7c3cde53-9ff7-4e82-8396-13fdfadd3432,designing structures or facilities | design buildings,,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2f05d09d-7e91-423c-9210-19da0b0e34c6,maintain irrigation controllers,released,skill/competence,sector-specific,maintain controllers of irrigation equipment | irrigation controller maintaining | controllers of irrigation equipment maintaining | maintain irrigation controllers | irrigation controllers maintaining | maintaining controllers of irrigation equipment | maintaining irrigation controllers,"Maintain and program different types of irrigation controllers including mechanical, solar battery, digital and computer controlled systems.",http://data.europa.eu/esco/skill/cb073ba6-30bd-4fd5-871a-15b0fb1fa930 | http://data.europa.eu/esco/skill/ec0401f1-f690-46be-934b-f6f5611085f5,"maintain irrigation systems | maintaining electrical, electronic and precision equipment",,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2f4cdc7e-d98d-4e6c-9811-3dc28255c7ff,social entreprise,released,knowledge,sector-specific,social-enterprise | social business | social company | social enterprise | social entreprise | social firm | socially responsible business,"The business that uses its profits to reinvest in social missions, which have a social or environmental impact on the society.",http://data.europa.eu/esco/isced-f/0923,social work and counselling,,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/303c6ab0-21c3-4b09-ac77-d405936857d9,sustainable installation materials,released,knowledge,sector-specific,environmental friendly installation materials | sustainable materials for installation,"The types of installation material which minimize the negative impact of the building and its construction on the external environment, throughout their whole life cycle.",http://data.europa.eu/esco/skill/e26e07ca-4a35-42e3-940d-e5868fd38fba | http://data.europa.eu/esco/isced-f/0732,building materials industry | building and civil engineering,,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/30685aeb-512f-4517-adc8-63bdc1eefb8e,design a solar heating system,released,skill/competence,sector-specific,,"Design a solar thermal energy system. Calculate accurate heating demand of the building, calculate accurate domestic hot water demand in order to select the right capacity (kW, litres). Make a detailed design of the installation, principle, automatisation strategy, using available products and concepts. Determine and calculate external heating.",http://data.europa.eu/esco/skill/39fa260c-4f85-48e3-83ce-e292e696c233,designing electrical or electronic systems or equipment,,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/306d9964-2d32-4952-927a-e836bf7041ab,natural fertilisers,released,knowledge,occupation-specific,mineral fertiliser | fertilisers which are natural | plant-sourced fertiliser | natural fertilizers | organic fertilisers,The composition and action of natural/organic fertilisers such as mineral fertilisers or fertilisers from animal or plant sources.,http://data.europa.eu/esco/isced-f/0811,crop and livestock production,,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/30783499-3872-4b14-9684-6217e98c6e1d,discharge of collected waste,released,knowledge,sector-specific,disposal of collected waste | discharge of waste which was collected | discharge of collected waste | discharging collected waste | emission of collected waste,The procedures to be followed to discharge the collected waste safely and in the designated place for doing this.,http://data.europa.eu/esco/isced-f/0712,environmental protection technology,,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/30dce29d-0518-4f5d-aeb0-2b5b49e3afbe,aquaponics,released,knowledge,sector-specific,,"The principles and techniques combining hydroponics and aquaculture to produce human food in a sustainable manner, based on the recirculation of water between fish-farming and plant-cultivation compartments. ",http://data.europa.eu/esco/isced-f/0811,crop and livestock production,,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/311832d1-1167-47c7-b613-fc64784ffeed,describe electric drive system,released,skill/competence,sector-specific,describe electric vehicle system components | describe electric drive system components | describe electric drive components | describe explain electric drive system,"Describe the complete electric drive system with all components needed. These components are the inverter, the e-motor and other auxiliaries like the DC/DC converter, and chargers.",http://data.europa.eu/esco/skill/d54970ba-d9f2-41ec-a852-bbd1e5796823,providing information to the public and clients,,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/31efacf9-6623-4d88-947a-34613ce3c468,advise on tree issues,released,skill/competence,sector-specific,advising on issues relating to trees | advise on tree issues | provide advice on issues relating to trees | providing advice on issues relating to trees | advise on issues relating to trees | provide advice on tree issues | advising on tree issues | tree issues advising | tree issues advice providing | providing advice on tree issues,"Advise organisations or private individuals on planting, caring for, pruning or removing trees.",http://data.europa.eu/esco/skill/062a9fde-cd91-44f9-9a2f-9e2bc3b281fd | http://data.europa.eu/esco/skill/045f71e6-0699-4169-8a54-9c6b96f3174d,advising on environmental issues | advise others,,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3217dc52-af06-4f59-8938-3178733128c6,hazards associated with loading dangerous goods,released,knowledge,cross-sector,dangers associated with the transportation of dangerous goods and hazardous materials | hazards related to loading dangerous goods | hazards encountered in the loading of dangerous goods | dangers associated with transportation of hazardous materials | hazards associated with loading dangerous goods | dangerous goods transportation hazards | hazards of loading dangerous goods | risks associated with the transportation of dangerous goods and hazardous materials | hazards associated with shipment of dangerous goods | hazards encountered in the shipment of dangerous goods,Know about the hazards implied with the transport of determined dangerous goods. Know about the emergency actions and handling procedures in case of accidents with the goods during their loading or transportation.,http://data.europa.eu/esco/isced-f/1041,transport services,,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/32a76797-6235-4659-869f-c691ffd30463,palaeoclimatology,released,knowledge,occupation-specific,palaeoclimatology | historical climate change studies | the study of historical climate change | historical climate change,"The field of science that studies climate changes during the entire history of Earth by collecting and analysing samples of elements such as rocks, ice, tree rings, and sediments.",http://data.europa.eu/esco/isced-f/0532,earth sciences,,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/33784b61-bd86-4451-8a89-741ada5f8475,maintain photovoltaic systems,released,skill/competence,sector-specific,repair pv systems | photovoltaic systems repairing | repairing pv systems | maintain photovoltaic systems | repairing photovoltaic systems | maintaining pv systems | maintain pv systems | photovoltaic systems maintaining | pv systems maintaining | maintaining photovoltaic systems | pv systems repairing,"Perform maintenance tasks and repairs on systems which generate electrical energy through the conversion of light into electric currents, the photovoltaic effect. Ensure compliance with regulations, and correct installation of the photovoltaic power system.",http://data.europa.eu/esco/skill/ec0401f1-f690-46be-934b-f6f5611085f5,"maintaining electrical, electronic and precision equipment",,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/34147067-562c-4e5f-8dec-40972ccf29b6,plants contribution to indoor climate and health conditions,released,knowledge,occupation-specific,ways in which plant contribute to indoor climate and health conditions | ways in which indoor plants affect health | contribution of plants to indoor climate and health conditions | how indoor  plants cause allergies | scope of plants contribution to indoor climate and health conditions | how plants affect indoor health | nature of plants contribution to indoor climate and health conditions | plants contribution to indoor climate and health conditions,The way different plants influence the indoor climate and what plants may cause allergy,http://data.europa.eu/esco/isced-f/0731,architecture and town planning,,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3419fac9-575d-4492-a018-edff6f4dae26,environmental legislation in agriculture and forestry,released,knowledge,cross-sector,range of environmental legislation in in agriculture and forestry | agriculture and forestry environmental regulation | impact of environmental legislation in in agriculture and forestry | scope of environmental legislation in in agriculture and forestry | implications of environmental regulation in in agriculture and forestry | range of environmental regulation in in agriculture and forestry | impact of environmental regulation in in agriculture and forestry | scope of environmental regulation in in agriculture and forestry | environmental legislation in agriculture and forestry | implications of environmental legislation in in agriculture and forestry | agriculture and forestry environmental legislation,"Awareness on enviromental legislation, policies, principles relevant for agriculture and forestry. Awareness of the impact on the enviroment of local agricultural precedures and practices. Means to adjust the production to new enviromental regulations and policies.",http://data.europa.eu/esco/isced-f/0421,law,,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/347b6a67-59ad-4408-bb9c-cfa502867e24,monitor forest health,released,skill/competence,sector-specific,monitoring forest health | checking health of forest | monitor health of forests | check forest health | checking forest health | monitor forest health | forest health monitoring | check health of forests | monitoring health of forest | forest health checking,Monitor forest health to make sure all necessary actions are taken by the forestry workers team.,http://data.europa.eu/esco/skill/d519fadd-85bf-475f-bf14-c53a0290687d,monitoring environmental conditions,,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/351cd749-498c-4ed3-9e38-58fc9bbf8f0e,ensure compliance with noise standards,released,skill/competence,cross-sector,ensuring compliance with noise standards | ensure compliance with noise standards | monitor compliance with noise standards | ensuring  noise standard compliance | maintain compliance with noise standards | check compliance with noise standards,"Make sure that buildings, roads, air traffic, and events comply with local, national or international noise standards and regulations in order to minimise nuisance for the neighbouring residents.",http://data.europa.eu/esco/skill/5bcec244-3efe-45ac-8891-0ab4a91e9c48,complying with health and safety procedures,,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/36359101-4488-4859-83a8-9600d9faf3f2,engage local communities in the management of natural protected areas,released,skill/competence,sector-specific,,Build a relationship with the local community at the destination to minimise conflicts by supporting the economic growth of local tourism businesses and respecting local traditional practices. ,http://data.europa.eu/esco/skill/8a3b45dc-8299-4b67-99db-6542daf79ac3 | http://data.europa.eu/esco/skill/7d9bace0-63d0-4848-ac87-350a98082c12,developing professional relationships or networks | participate actively in civic life,,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/36f3b02f-4511-4be9-a257-94f53513aa84,develop fish health and welfare management plans,released,skill/competence,sector-specific,writing fish health and welfare management plans | developing fish health and welfare management plans | develop fish health and welfare management plans | fish health and welfare management plans developing | fish health and welfare management plan writing | fish health and welfare management plan developing | write fish health and welfare management plans | fish health and welfare management plans writing,"Develop a plan which lists risks from outdoor factors, such as predators, and pests.",http://data.europa.eu/esco/skill/c23e0a2f-f04b-45bc-b0dd-20571f6b502c,developing operational policies and procedures,,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3727f0d3-da1b-4ce3-a9cb-efe6130fe41f,assess contamination,released,skill/competence,cross-sector,analyse contamination | contamination assessing | assess contamination | analysing contamination | assessing contamination | contamination analysing,Analyse evidence of contamination. Advise on how to decontaminate.,http://data.europa.eu/esco/skill/3eef7ff2-3ade-41d4-b084-2bd2a3949e1c,assessing land or real estate,,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/37ba5509-9665-4947-a5ae-f124d5769473,make paper slurry,released,skill/competence,occupation-specific,making paper slurry | fabricate paper slurry | produce paper slurry | make paper slurry | create paper slurry | make paper slurries | manufacture paper slurry,Create paper slurry or pulp from recycled or used paper with water in mixers and blenders or other equipment. Add colors by adding papers in different colors.,http://data.europa.eu/esco/skill/06769591-b8cf-46b2-b1d3-6602b1cf440e,operating wood processing and papermaking machinery,,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/389bd8c7-32c4-4a77-b07c-572fc210d247,store contaminated materials,released,skill/competence,sector-specific,contaminated materials keeping | store contaminated materials | keeping contaminated materials | contaminated material storing | keep contaminated materials | contaminated material keeping | storing contaminated materials | contaminated materials storing,"Package and store materials which pose risks to health and safety due to contamination, and awaiting disposal or treatment, in a manner compliant with safety regulations.",http://data.europa.eu/esco/skill/8bde58aa-9d5b-422b-801c-ff9186dd648e,handling and disposing of hazardous materials,,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/38f7be4a-f6af-4f1d-a972-8c51b27d2cea,enforce park rules,released,skill/competence,occupation-specific,enforce park rules | park regulations enforcing | enforcing park rules | enforce park regulations | park rules enforcing | enforcing park regulations,"Enforce environmental laws and rules related to forest management. Forest rangers enforce local, state and national regulations as applied to forest usage and wildlife conservation. They perform safety inspections on campsites and investigate complaints.",http://data.europa.eu/esco/skill/e9eb9c23-c1f4-4ce9-83c9-2f6a211cc536,maintaining and enforcing physical security,,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3936cc7d-d045-4eb0-b951-b862a072c0a2,design indicators for food waste reduction,released,skill/competence,cross-sector,manage KPI to reduce food waste | develop KPI on food waste reduction | design the evaluation of food waste prevention practices and strategies,"Determine key performance indicators (KPI) for reducing food waste and managing in line with established standards. Oversee the evaluation of methods, equipment and costs for food waste prevention.",http://data.europa.eu/esco/skill/15fa3879-ac0e-46e6-ae36-609bae9c19c3,monitoring operational activities,,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3955cd15-a1fa-4c16-99b4-c39cb17db21d,protective measures against the introduction of organisms,released,knowledge,sector-specific,protective measures against the introduction of organisms | defensive measures against the introduction of organisms | protective measures against the introduction of an organism | guarding measures against the introduction of organisms | security measures against the introduction of organisms | a protective measure against the introduction of organisms | protective measure against the introduction of organisms,"The national and international protective measures against the introduction of organisms, e.g. Council Directive 2000/29/EC, on protective measures against the introduction into the Community of organisms harmful to plants or plant products and against their spread within the Community.",http://data.europa.eu/esco/isced-f/0522,natural environments and wildlife,,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/395ace35-e463-4dc7-8181-c2dd43885107,perform a feasibility study on heat pumps,released,skill/competence,sector-specific,carry out feasibility study on heat pumps | do a feasibility study on heat pumps,"Perform the evaluation and assessment of the potential of a heat pump system. Realise a standardised study to determine costs and restrictions, and conduct research to support the process of decision making.",http://data.europa.eu/esco/skill/d74df140-eb69-43e2-bac9-1cafc824d702 | http://data.europa.eu/esco/skill/ec528c47-65f4-4187-9dc1-5a8889f84a06,execute feasibility study | analysing business operations,,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/397412dc-47c4-4580-82d0-15a9f9a86ea2,design drainage well systems,released,skill/competence,sector-specific,specifying drainage well systems | designing drainage well systems | drainage well system specifying | drainage well systems designing | design drainage well systems | drainage well system designing | drainage well systems specifying,"Design systems which are found in residential properties as well as in public properties such as on streets and public building rooftops, and which function to drain excess water from these areas. They function to aid in flood remediation, remove rain, and minimise risk from heavy storms, and subsequently transport the untreated water into nature.",http://data.europa.eu/esco/skill/b2c688b0-9106-466d-8b88-eafdfe608e7d,designing structures or facilities,,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3a2f0b3f-8203-466f-89f9-207316ade4da,dispose of soldering waste,released,skill/competence,occupation-specific,collecting dross | dross collecting | waste disposing from soldering | dross disposing | dispose of soldering waste | soldering waste disposing | waste from soldering disposing | collect dross,Collect and transport solder dross in special containers for hazardous waste.,http://data.europa.eu/esco/skill/73a9561d-112c-4d8a-9d5f-b2c11c5bbd5f | http://data.europa.eu/esco/skill/40fa39b5-0f69-432a-b5ea-b01b5d98649a | http://data.europa.eu/esco/skill/5e433def-210d-4dfa-bf07-dbf6d04e0eaa | http://data.europa.eu/esco/skill/8bde58aa-9d5b-422b-801c-ff9186dd648e,manage waste | dispose of hazardous waste | dispose waste | handling and disposing of hazardous materials,,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3a519990-ae6c-4c8b-a827-2bf96d949940,manage conservation of natural and cultural heritage ,released,skill/competence,sector-specific,,"Use revenue from tourism activities and donations to fund and preserve natural protected areas and intangible cultural heritage such as crafts, songs and stories of communities.",http://data.europa.eu/esco/skill/193af349-b20e-4277-94bf-b184e92b8d6a,managing budgets or finances,,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3a560dc4-ee2e-4437-b94f-c076a2b5f25e,inspect water wells,released,skill/competence,cross-sector,evaluate water wells | inspect water well | check water wells | assess water wells | examine water wells | inspect water wells | inspecting water wells,Examine water wells for pollution and conformity with construction standards. Order well closures if necessary.,http://data.europa.eu/esco/skill/0e0a44a8-654c-4e85-986a-fb4386114838,monitoring safety or security,,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3b4f2a64-9884-4f3d-8020-44dc95919a7c,design the insulation concept,released,skill/competence,sector-specific,,"Design the details of insulation and solutions for thermal bridges. Choose the most appropriate material for insulation, considering the needs of the building.",http://data.europa.eu/esco/skill/39fa260c-4f85-48e3-83ce-e292e696c233,designing electrical or electronic systems or equipment,,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3b73a161-be59-4079-815e-b4879f9b20b5,gas consumption,released,knowledge,sector-specific,conservation of gas | consuming gas | efficient use of gas | gas consumption | gas conservation | consuming of gas | consumption of gas | efficient gas use,"The factors which are involved in the calculation and estimation of gas consumption in a residence or facility, and methods which can reduce the consumption of gas, or make it more efficient.",http://data.europa.eu/esco/isced-f/0713,electricity and energy,,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3bf93cf6-2b6f-46ad-b0ba-3b161379bac1,perform selective demolition,released,skill/competence,sector-specific,demolishing selectively | selective demolition | demolishing partially | partially demolish structures | partial demolition of structures | demolish selectively | selectively knock down | knock down selectively | partial demolition | selectively demolish,"Demolish a structure, or part of it, using selective demolition. Identify the different materials in the building and assess their reusability and value. Remove any reusable materials without damaging them.",http://data.europa.eu/esco/skill/59c46f34-bffd-4859-adf4-3839c2a73821,constructing,,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3c1622fc-6c95-4b51-98da-1814ebe6e889,geothermal energy systems,released,knowledge,sector-specific,geothermal energy,"Low temperature heating and high temperature cooling, generated by use of geothermal energy, and their contribution to energy performance.",http://data.europa.eu/esco/isced-f/0713,electricity and energy,,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3d69b305-4051-4c1d-ba1e-d8c5b35e22db,monitor environmental parameters,released,skill/competence,cross-sector,monitoring of environmental parameters | monitoring environmental parameters | environmental parameters checking | checking environmental parameters | monitor environmental parameters | check environmental parameters | environmental parameters monitoring,"Check the impact of manufacturing machinery on the environment, analysing temperature levels, water quality and air pollution.",http://data.europa.eu/esco/skill/d519fadd-85bf-475f-bf14-c53a0290687d | http://data.europa.eu/esco/skill/7dd94ad3-13d6-43fe-8b94-51fcbf67ced9 | http://data.europa.eu/esco/skill/4c3ab565-747c-4db3-8c47-79e8d6f98cf4,monitoring environmental conditions | think critically | adopt ways to reduce negative impact of consumption,,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3d9873e5-7128-49d9-9048-f72b8ea4b29e,manage forests,released,skill/competence,sector-specific,implement forest management plans | managing forests | implementing forest management plans | forests managing | forest management plans implementing | managing forestry | forest managing | implementing forestry management plans | manage forests | forestry managing | manage forestry | implement forestry management plans | forestry management plans implementing,Develop forestry management plans by applying business methods and forestry principles in order to efficiently manage forest resources.,http://data.europa.eu/esco/skill/87dff904-fb74-4d59-972e-1c2387579d94,directing operational activities,,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3de6d427-546b-450b-97ba-d3d50eb274da,operate water purifying equipment,released,skill/competence,cross-sector,water purifying equipment tending | tending water purifying equipment | tend water purifying equipment | water purifying equipment operating | operating water purifying equipment | operate water purifying equipment,"Operate and adjust equipment controls to purify and clarify water, process and treat wastewater, air and solids, recycle or discharge treated water, and generate power.",http://data.europa.eu/esco/skill/d3b2c894-33fb-47c4-aff0-27935a082bf6,"operating petroleum, chemical or water processing systems or equipment",,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3dffcb35-26d4-4fee-8517-002f9e40508a,integrate biogas energy in buildings,released,skill/competence,sector-specific,design biogas installations,Design and calculate installations for heating and potable hot water (PWH) making use of biogas.,http://data.europa.eu/esco/skill/b85caa4a-f04b-4331-80df-11404fd71225,"installing heating, ventilation and air conditioning equipment",,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3e25fd3e-2bcd-4320-9587-0aadf7fb93b1,advise on soil and water protection,released,skill/competence,sector-specific,advising on water protection | advising on soil protection | water protection advising | soil protection advising | soil and water protection advising | advise on soil and water protection | soil and water protection advice giving | give advice on soil and water protection | advising on soil and water protection | giving advice on soil and water protection,Advise on methods to protect soil and water sources against pollution such as  nitrate leaching which is responsible for soil erosion.,http://data.europa.eu/esco/skill/062a9fde-cd91-44f9-9a2f-9e2bc3b281fd,advising on environmental issues,,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3e37d714-4d65-416d-a138-46f7e2a98073,design heat pump installations,released,skill/competence,sector-specific,design heat pump,"Design a heat pump system, including calculations of heat loss or transmission, needed capacity, mono- or bivalent, energy balances, and noise reduction.",http://data.europa.eu/esco/skill/39fa260c-4f85-48e3-83ce-e292e696c233,designing electrical or electronic systems or equipment,,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3ecde258-d1c6-4d6a-bfa7-ec4c5e4fc700,develop green compounding solutions,released,skill/competence,occupation-specific,use bio-based polymers | replace synthetic ingredients | develop green chemical solutions for rubber compounds | define biological compounding solutions,"Develop compounding solutions that employ biological instead of synthetic ingredients. Evaluate the potential for vegetable oils, fillers and polymers and their recent advancements.",http://data.europa.eu/esco/skill/c23e0a2f-f04b-45bc-b0dd-20571f6b502c,developing operational policies and procedures,,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3edfa33c-c644-4a9a-acd1-e82039daa663,promote the use of sustainable transport,released,skill/competence,sector-specific,,"Promote the use of sustainable transport to reduce the carbon footprint and noise and increase safety and efficiency of transport systems. Determine performance regarding the use of sustainable transport, set objectives for promoting the use of sustainable transport and propose environmentally friendly alternatives of transport. ",http://data.europa.eu/esco/skill/469e19ed-a0bd-445a-ae2d-4ba9430e296b,promote sustainability,,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3f82a026-8a37-4b54-9ebb-7702b66eeb24,perform environmental investigations,released,skill/competence,sector-specific,perform environmental investigations | environmental investigation undertaking | environmental investigations undertaking | environmental investigation performing | environmental investigations performing | performing environmental investigations | undertaking of environmental investigations | undertake environmental investigations | performing of environmental investigations | undertaking environmental investigations,"Perform environmental investigations as required, checking regulatory proceedings, possible legal actions or other types of complaint.",http://data.europa.eu/esco/skill/c4376e35-add7-43a0-8b2e-f5741f0df8fe,carrying out forensic and police investigations,,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4021ae85-8f3d-44e8-ac64-eeebac97f3ce,understand game species,released,knowledge,sector-specific,knowledge of ecology of game species | ecology of game species | knowledge of habitat of game species | knowledge of biology of game species | habitat of game species | biology of game species | understand game species,"Understan biology and ecology of relevant game specieis including game birds, deer, and fisheries.",http://data.europa.eu/esco/isced-f/0511,biology,,
GreenSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/407b1474-7cfb-4538-823b-7667604f0267,restore natural environment after drilling proofs,released,skill/competence,occupation-specific,restoring proof drilling site | restoration of natural environment after drilling proofs | restoring of natural environment after drilling proofs | natural environment restoration after drilling proofs | reclaiming proof drilling site | landscape proof drilling site | restore proof drilling site | reclaim proof drilling site | restore natural environment after drilling proofs | restoring natural environment after drilling proofs,Restore drilling site to its natural environmental condition in the event that drilling will not take place.,http://data.europa.eu/esco/skill/aca5081a-ceb0-4028-9cc5-1daafd4f86f9,developing solutions,,
