HEADER,conceptType,conceptUri,preferredLabel,status,skillType,reuseLevel,altLabels,description,broaderConceptUri,broaderConceptPT,conceptType,
DigitalSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/93a2f730-d5f6-4604-a25e-a2ee206ea468,provide training on e-learning,released,skill/competence,occupation-specific,provide training on e-learning | train the e-trainer,"Give technical training including how to use an e-learning platform, training applications and standards such as SCORM, as well as e-teaching methods to the teacher or trainer.",http://data.europa.eu/esco/skill/caede8f1-6658-4d78-9eb4-2ad2c7ebf09b | http://data.europa.eu/esco/skill/699e7c26-6502-4e78-a823-3656ff5a5b8b | http://data.europa.eu/esco/skill/e54ff029-1ce9-447d-a5b2-eb7283a23e6e,teaching and training | instruct others | train employees,,
DigitalSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/93aaf65c-5aad-4e6f-a7ba-ce9bf7c0e6e6,information categorisation,released,knowledge,sector-specific,information categorisation,The process of classifying the information into categories and showing relationships between the data for some clearly defined purposes.,http://data.europa.eu/esco/isced-f/0322,"library, information and archival studies",,
DigitalSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/945b8655-5577-4c3a-946a-842d4527afa8,digital image processing,released,knowledge,cross-sector,,"The different aspects and practices of image processing and manipulation like image interpolation, aliasing, image enhancement, contrast stretching, histogram processing and equalization, singular value decomposition, singular value equalization, wavelets filtering and many others.",http://data.europa.eu/esco/isced-f/0211,audio-visual techniques and media production,,
DigitalSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/94758266-bb0f-4e41-bedb-349ecacfaf5c,create freight rate databases,released,skill/competence,occupation-specific,keep and update databases of freight rates | maintain cargo rate databases | maintain freight rate databases | keep databases of cargo rates | develop and maintain freight rate databases | maintain databases of freight rates | develop and maintain databases of freight rates | update databases of freight rates | maintain databases of cargo rates | keep and update freight rate databases | keep databases of freight rates | keep freight rate databases,Develop and maintain freight rate databases for use by supply chain departments in order to determine and adopt the most cost-efficient modes of transportation.,http://data.europa.eu/esco/skill/0df2e216-68ae-4952-b9dc-3c2f2bc04fe3 | http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c | http://data.europa.eu/esco/skill/4463a721-69f3-413d-8321-43e3af13a4f1,"maintain database | managing, gathering and storing digital data | use databases",,
DigitalSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/94dd823c-148e-4614-a6e8-99249b16357d,ICT project management,released,knowledge,sector-specific,ICT project management,"The methodologies for the planning, implementation, review and follow-up of ICT projects, such as the development, integration, modification and sales of ICT products and services, as well as projects relating technological innovation in the field of ICT.",http://data.europa.eu/esco/isced-f/0413,management and administration,,
DigitalSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/95324ac5-69a5-419b-a877-720b1ee44236,research remote sensing technologies,released,skill/competence,occupation-specific,research remote sensing technologies | evaluate remote sensing technologies | examine remote sensing technologies | study remote sensing technologies | remote sensing technology research | researching remote sensing technologies | analyse remote sensing technologies,Perform research in order to develop new remote sensing techniques and equipment.,http://data.europa.eu/esco/skill/7eafec38-621a-4b6e-9298-bfe70ec0b253,conducting academic or market research,,
DigitalSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/95c35c3a-035f-47c2-90cf-7e934d20fc08,electronics,released,knowledge,cross-sector,characteristics of electronic equipment | aspects of electronics | principles of electronic systems | electronic devices | features of electronics | functions of electronic systems | electronics | characteristics of electronic systems | electronic components | functioning of electronics | electronic equipment | electronic systems | electronic apparatus,"The functioning of electronic circuit boards, processors, chips, and computer hardware and software, including programming and applications. Apply this knowledge to ensure electronic equipment runs smoothly.",http://data.europa.eu/esco/isced-f/0714,electronics and automation,,
DigitalSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/95d84b77-ba94-492f-a1e6-18be13f16cf0,use computer-aided translation,released,skill/competence,cross-sector,computer-aided translation use | operate computer-aided translation | use computer-aided translation | employ computer-aided translation | using computer-aided translation | apply computer-aided translation,Operate computer-aided translation (CAT) software to facilitate the language translation processes.,http://data.europa.eu/esco/skill/98fb499f-9155-412d-a8a0-95ba97126fec,using digital tools for collaboration and productivity,,
DigitalSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/966f2fd3-3de6-42da-b87c-da924c6d7960,digital game creation systems,released,knowledge,sector-specific,videogame engine | Nebula Device | 4A Engine | Dagor Engine | game engine | Flare3D | K2 Engine | Infinity Engine | video game engine | ShiVa3D | Gamebryo | BigWorld | HPL Engine | RuneTek | TGEA | GoldSrc | Arsys Engine | Panta Rhei | Flixel | PhyreEngine | Onyx Engine | Panda3D | Scimitar | RPG Maker | 3D MMORPG Game Engine | Clausewitz Engine | MT Framework | CPAL3D | digital game creation systems | M.U.G.E.N | Antiryad Gx | Dunia Engine | S2Engine HD | 3D engine | game middleware | NeoAxis Engine | Unigine | UbiArt Framework,"The integrated development environments and specialised design tools, designed for the rapid iteration of user-derived computer games.",http://data.europa.eu/esco/isced-f/0211,audio-visual techniques and media production,,
DigitalSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/968ea96d-42d0-44fe-94b0-f11d84a8234d,Windows Phone,released,knowledge,sector-specific,WP | Windows Phone,"The system software Windows Phone consists of features, restrictions, architectures and other characteristics of operating systems designed to run on mobile devices.",http://data.europa.eu/esco/isced-f/0613 | http://data.europa.eu/esco/skill/976455eb-5bbe-4493-ae64-ed16c3b009ea,software and applications development and analysis | mobile operating systems,,
DigitalSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/96eb286a-58b7-45ff-a916-5578d0b79b8c,Rapid application development,released,knowledge,sector-specific,Rapid application development,The rapid application development model is a methodology to design software systems and applications.,http://data.europa.eu/esco/isced-f/0613 | http://data.europa.eu/esco/skill/bec4359e-cb92-468f-a997-8fb28e32fba9,software and applications development and analysis | ICT project management methodologies,,
DigitalSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9707091a-323b-4240-877a-5999a19286f0,apply ICT system usage policies,released,skill/competence,sector-specific,apply ICT system usage policies,Follow written and ethical laws and policies regarding proper ICT system usage and administration.,http://data.europa.eu/esco/skill/802deca0-b880-4d1a-b366-e13b27621baf,complying with operational procedures,,
DigitalSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9710092c-f174-4e84-95bf-2064d39ad7a0,manage content metadata,released,skill/competence,cross-sector,manage content | manage metadata | manage content metadata,"Apply content management methods and procedures to define and use metadata concepts, such as the data of creation, in order to describe, organise and archive content such as documents, video and audio files, applications and images.",http://data.europa.eu/esco/skill/32c017fd-28ab-4051-bf68-74de952c2f77,managing information,,
DigitalSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/97272b3e-d497-4420-893d-612b15d377d9,e-agriculture,released,knowledge,sector-specific,smart agriculture | information and communication technology in agriculture,"The design and application of innovative ICT solutions in agriculture, horticulture, viniculture, fishery, forestry and livestock management.",http://data.europa.eu/esco/isced-f/0811 | http://data.europa.eu/esco/skill/d908a818-70ef-419e-9d60-8f459114cb2f,crop and livestock production | use e-services,,
DigitalSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/976455eb-5bbe-4493-ae64-ed16c3b009ea,mobile operating systems,released,knowledge,sector-specific,Sailfish OS | cell phone  operating systems | Ubuntu Touch OS | Firefox OS | Tizen,"The features, restrictions, architectures and other characteristics of operating systems designed to run on mobile devices, such as Android or iOS.",http://data.europa.eu/esco/skill/f9a6f35b-01a7-40c9-8b61-b6ee46f97272 | http://data.europa.eu/esco/isced-f/0613,operating systems | software and applications development and analysis,,
DigitalSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/978db6a1-7297-4c89-819a-47605f2c3ba8,manage software releases,released,skill/competence,occupation-specific,manage software releases,Examine and approve suggested software development releases. Manage further release process.,http://data.europa.eu/esco/skill/c23e0a2f-f04b-45bc-b0dd-20571f6b502c,developing operational policies and procedures,,
DigitalSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/97965983-0da4-4902-9daf-d5cd2693ef73,3D modelling,released,knowledge,cross-sector,3D designing | three-dimensional modelling | 3D modeling | 3D rendering | 3D graphics | 3D representation,The process of developing a mathematical representation of any three-dimensional surface of an object via specialised software. The product is called a 3D model. It can be displayed as a two-dimensional image through a process called 3D rendering or used in a computer simulation of physical phenomena. The model can also be physically created using 3D printing devices.,http://data.europa.eu/esco/isced-f/0541,mathematics,,
DigitalSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/97bd1c21-66b2-4b7e-ad0f-e3cda590e378,data analytics,released,knowledge,cross-sector,,The science of analysing and making decisions based on raw data collected from various sources. Includes knowledge of techniques using algorithms that derive insights or trends from that data to support decision-making processes.,http://data.europa.eu/esco/isced-f/0612,database and network design and administration,,
DigitalSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/97bdd757-29d4-4126-92a6-07608825aa3b,QlikView Expressor,released,knowledge,sector-specific,QV Expressor | QVE | QlikView Expressor,"The computer program QlikView Expressor is a tool for integration of information from multiple applications, created and maintained by organisations, into one consistent and transparent data structure, developed by the software company Qlik.",http://data.europa.eu/esco/skill/9d0d89be-bffa-4393-b6f6-8d05bea49051 | http://data.europa.eu/esco/isced-f/0612,"data extraction, transformation and loading tools | database and network design and administration",,
DigitalSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/97c1895a-a890-47da-abfc-79dc272add2e,use online conventions of netiquette,released,skill/competence,cross-sector,observe netiquette | use online conventions of netiquette | able to use online conventions of netiquette | apply online conventions of netiquette | make use of online conventions of netiquette | utilise online conventions of netiquette | using online conventions of netiquette,Apply behavioural norms and know-how while using digital technologies and interacting in digital environments. Adapt communication strategies to the specific audience and be aware of cultural and generational diversity in digital environments.,http://data.europa.eu/esco/skill/574257ea-7b64-4100-b7b6-e27c233fe143,digital communication and collaboration,,
DigitalSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/97fb21db-a4e5-4b03-af21-03b9d510d872,operate GPS systems,released,skill/competence,cross-sector,use GPS systems | GPS systems using | operating GPS systems | operating global positioning systems | using GPS systems | use global positioning systems | global positioning systems operating | GPS systems operating | global positioning systems using | operate global positioning systems | using global positioning systems | operate GPS systems,Use GPS Systems.,http://data.europa.eu/esco/skill/98fb499f-9155-412d-a8a0-95ba97126fec,using digital tools for collaboration and productivity,,
DigitalSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9889b795-d755-41b2-8afd-2e3c87a65a38,use customer relationship management software,released,skill/competence,cross-sector,adopt customer relationship management software | using customer relationship management software | use customer relationship management software | use a customer relationship management software programme | operate customer relationship management software | apply customer relationship management software | use of customer relationship management software | handle customer relationship management software,"Use specialised software to manage company’s interactions with current and future customers. Organise, automate and synchronise sales, marketing, customer service, and technical support, to increase targeted sales.",http://data.europa.eu/esco/skill/98fb499f-9155-412d-a8a0-95ba97126fec,using digital tools for collaboration and productivity,,
DigitalSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/99207709-d076-4cce-ba38-e90d3bb28806,resource description framework query language,released,knowledge,sector-specific,resource description framework query language | SPARQL | RDF query language,The query languages such as SPARQL which are used to retrieve and manipulate data stored in Resource Description Framework format (RDF).,http://data.europa.eu/esco/skill/9cf681c7-89ec-470c-b651-7fe03786f586 | http://data.europa.eu/esco/isced-f/0613,query languages | software and applications development and analysis,,
DigitalSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/993b1e23-f2de-4bd8-b33f-f86dde1c8e9d,CoffeeScript,released,knowledge,sector-specific,CoffeeScript,"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in CoffeeScript.",http://data.europa.eu/esco/isced-f/0613 | http://data.europa.eu/esco/skill/21d2f96d-35f7-4e3f-9745-c533d2dd6e97,software and applications development and analysis | computer programming,,
DigitalSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9973a5a2-7822-4161-99e9-95c781eb63f8,Objective-C,released,knowledge,sector-specific,Objective C plus plus | Objective-C 2.0 | Objective-C | Objective C | Object C | Objective-C++ | Obj C | Smalltalk and C | Obj-c | Objective C++ | Objc | C and Smalltalk | Object-C | Obj-C | ObjectiveC | Objective-c | ObjC | Objective c,"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in Objective-C.",http://data.europa.eu/esco/isced-f/0613 | http://data.europa.eu/esco/skill/21d2f96d-35f7-4e3f-9745-c533d2dd6e97,software and applications development and analysis | computer programming,,
DigitalSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/99814cb0-5f6c-4663-99a4-af28b11d5d2f,healthcare data systems,released,knowledge,occupation-specific,healthcare data systems | healthcare data system types | types of healthcare data systems | healthcare data system | healthcare user data management | health care data systems,The types of systems that manage and maintain healthcare user data.,http://data.europa.eu/esco/isced-f/0914,medical diagnostic and treatment technology,,
DigitalSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9983816d-cc78-4d3f-9e3c-c7baa9ebc77a,computer equipment,released,knowledge,sector-specific,computer | computing equipment | computer equipment | computer machinery | computer devices | computer apparatus | computer machines | a computer,"The offered computers, computer peripheral equipment and software products, their functionalities, properties and legal and regulatory requirements.",http://data.europa.eu/esco/isced-f/0611 | http://data.europa.eu/esco/skill/d6d3fee7-47e2-47f4-a0ec-6c75f28c6abd,computer use | product comprehension,,
DigitalSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9a35cb50-8106-45f9-8aba-2df99dd6f913,ABBYY FineReader,released,knowledge,sector-specific,ABBYY FineReader,"The computer program ABBYY FineReader is software that electronically converts printed and typed images into machine-encoded text so that documents can be electronically stored, edited and digitally displayed.",http://data.europa.eu/esco/isced-f/0613 | http://data.europa.eu/esco/skill/12c82224-6394-4c3c-9831-2a8198ed1274,software and applications development and analysis | optical character recognition software,,
DigitalSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9a8f5432-fb04-498d-9ba4-a4e1444ff056,record multi-track sound,released,skill/competence,sector-specific,record audio on a multi-track | record a multi-track sound | record sounds on multi-track | record multi-track sound | record multi-track audio,Recording and mixing audio signals from different sound sources on a multi-track recorder.,http://data.europa.eu/esco/skill/8ddcb295-707e-459c-ba6a-66ffb37835c5,operating audio-visual equipment,,
DigitalSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9ab0a456-e4f6-4070-a360-46e1009b6c0d,use CAE software,released,skill/competence,sector-specific,work with CAE software | manage CAE software | utilise CAE software | use CAE softwares | apply computer-aided engineering software | be familiar with CAE software | make use of CAE software | employ CAE software | use computer-aided engineering software | use CAE software,Work with computer-aided engineering (CAE) tools to perform analysis tasks such as Finite Element Analysis and Computational Fluid Dynamics.,http://data.europa.eu/esco/skill/b1115b14-fa16-4c1e-be6c-91fd49a1808b,using computer aided design and drawing tools,,
DigitalSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9b30c8fd-6467-4d16-99e0-32899a9ceec0,lay out digital written content,released,skill/competence,cross-sector,laying out digital written content | lay out digital written content | format digital written content | lay out digital written contents | paginate digital written content,"Lay out pages by selecting sizes, styles and entering text and graphics into computer systems.",http://data.europa.eu/esco/skill/9bdf8a77-8524-43da-bac6-d15d22e1b7ed,entering and transforming information,,
DigitalSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9b9de2a4-d8af-4a7b-933a-a8334ae60067,JavaScript Framework,released,knowledge,sector-specific,JavaScript Framework,"The JavaScript software development environments which provide specific features and components ( such as HTML generation tools, Canvas support or Visual design) that support and guide JavaScript web applications development.",http://data.europa.eu/esco/isced-f/0612 | http://data.europa.eu/esco/skill/24c200e5-be20-4370-a137-ab53797f3a17,database and network design and administration | software frameworks,,
DigitalSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9ba355be-f119-42b6-a7d6-52f6ce2e4a3f,design circuits using CAD,released,skill/competence,cross-sector,design basic circuits using CAD | design circuits using CAD | CAD circuit design | designing of circuits using CAD | using CAD to design circuits | use CAD to design circuits | design circuits using computer assisted design software | use CAD software for circuit design | designing circuits using CAD | circuit design using CAD,Draught sketches and design electronic circuitry, utilise Computer Aided Design (CAD) software and equipment.,http://data.europa.eu/esco/skill/39fa260c-4f85-48e3-83ce-e292e696c233 | http://data.europa.eu/esco/skill/b34e2ba1-9080-48c9-9b42-ee9192a4d3f1,designing electrical or electronic systems or equipment | use CAD software,
DigitalSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9ba8fd27-275d-4bad-8c48-f668aa99a578,balance database resources,released,skill/competence,sector-specific,balance database resources,"Stabilise the workload and resources of a database, by controlling the demand of transactions, allocating disk spaces and ensuring reliability of the servers in order to optimise cost and risk ratio.",http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c | http://data.europa.eu/esco/skill/29fb0fb5-dfc4-4098-ac9b-3a712000f48f | http://data.europa.eu/esco/skill/4463a721-69f3-413d-8321-43e3af13a4f1,"managing, gathering and storing digital data | manage database | use databases",,
DigitalSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9bb7a97a-1a16-431e-8ea6-ad0f9f59aa0a,control objectives for information and related technology,released,knowledge,occupation-specific,control objectives for information and related technology | COBIT,"The risk and controls framework such as Control Objectives for Information and Related Technology (COBIT), which supports decision makers to resolve the gap between business risks, requirements and technical issues.",http://data.europa.eu/esco/isced-f/0322,"library, information and archival studies",,
DigitalSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9bc3b9ae-50d8-4a32-857e-8cf8d9b4ba8e,3D body scanning technologies,released,knowledge,sector-specific,technologies for body scanning | 3D body scan technologies | 3D body scanning technologies | 3D body scan | technologies for 3D body scanning,The principles and usage of technologies for 3D body scanning used to capture the size and shape of the human body.,http://data.europa.eu/esco/isced-f/0914,medical diagnostic and treatment technology,,
DigitalSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9bfae677-2b7f-49bf-b7eb-2ade795df734,prepare digital art for master photograph,released,skill/competence,sector-specific,produce photograph master of digital art | prepare digital art for master photograph | digital art preparation for master photograph | prepare digital art for master copy | digital art preparation for  master copy | produce digital art for master photograph | produce digital art for master copy | prepare and photograph digital art,"Assemble, typeset, scan and produce digital art ready to be photographed as a master copy.",http://data.europa.eu/esco/skill/c53a55a1-8b2b-4d2c-b12d-626742a3833a,using digital tools for processing sound and images,,
DigitalSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9c48a5cc-d4a5-4cef-93f7-504902f35319,id Tech,released,knowledge,sector-specific,id Tech 5 | id Tech 2 | id Tech | id Tech 3 | id Tech 4 | id Tech 1 | id Tech 6,"The game engine id Tech which is a software framework that consists of integrated development environments and specialised design tools, designed for the rapid iteration of user-derived computer games.",http://data.europa.eu/esco/isced-f/0211 | http://data.europa.eu/esco/skill/966f2fd3-3de6-42da-b87c-da924c6d7960,audio-visual techniques and media production | digital game creation systems,,
DigitalSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9c6e951f-aa88-4890-983d-e7a6ee49f5bb,plan marketing campaigns,released,skill/competence,cross-sector,plan a marketing campaign | plan marketing campaign | planning a marketing campaign | set up marketing campaign | arrange marketing campaign | timetable marketing campaign | implement marketing campaign | planning marketing campaigns,"Develop a method to promote a product through different channels, such as television, radio, print and online platforms, social media with the aim to communicate and deliver value to customers.",http://data.europa.eu/esco/skill/08fd2839-670c-4f16-8024-97437f2035ab | http://data.europa.eu/esco/skill/37272760-957a-4c34-b4f3-780ee285334d | http://data.europa.eu/esco/skill/90398aca-82b7-4f56-8e0f-814d949162b4,"plan marketing strategy | developing financial, business or marketing plans | coordinate marketing plan actions",,
DigitalSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9ce52938-fe28-4548-b38d-0c783933e19a,edit digital moving images,released,skill/competence,sector-specific,edit digital images of movement | edit moving digital images | edit digital moving images | edit digital footage | edit digital images of animation,Use specialised software to edit video images for use in an artistic production.,http://data.europa.eu/esco/skill/8ff314a8-57d7-4b8c-bf41-79f9572fedd0 | http://data.europa.eu/esco/skill/a556a3db-cd48-42a5-825c-f95f6f5ccbfe,use digital illustration techniques | creating visual displays and decorations,,
DigitalSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9ce670ec-318c-4a91-9179-03437db728dc,ICT software specifications,released,knowledge,sector-specific,ICT software specification | ICT software specifications | ICT software specifying | specify use of ICT software | ICT application specifications | ICT programme specifications | ICT system specifications,"The characteristics, use and operations of various software products such as computer programmes and application software.",http://data.europa.eu/esco/isced-f/0613,software and applications development and analysis,,
DigitalSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9ce7c497-a019-435b-90ca-27b6889c2cb9,estimate costs of installing telecommunication devices,released,skill/competence,sector-specific,measure costs of installing telecommunication devices | assess costs of installing telecommunication devices | estimate costs of installing telecommunication devices | evaluate costs of installing telecommunication devices | estimate the cost of installing a telecommunication device | estimate the costs of installing telecommunication devices | estimating the costs of installing telecommunication devices | value costs of installing telecommunication devices,"Estimate the total installation costs of telecommunication devices such as modems, routers, analogue switches, optical fibre, and landline phones.",http://data.europa.eu/esco/skill/b917784a-d7c9-437c-be6e-0de41067fa62 | http://data.europa.eu/esco/skill/cfbde1b6-8e47-4b83-b430-3d5f7f38d69a | http://data.europa.eu/esco/skill/e95058a6-e139-42e7-a470-72038a606649,estimating resource needs | assess operating cost | assess financial viability,,
DigitalSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9cf681c7-89ec-470c-b651-7fe03786f586,query languages,released,knowledge,sector-specific,"HTSQL | Gellish | Concept-Oriented | RDQL | SuprTool | ISBL | XSPARQL | DMX | ReQL | F-logic | SPL | Poliqarp | query languages | QUEL | FQL | XPath | .QL | OttoQL, | CQLF | Datalog | OPath, | OQL | OCL | TMQL | YQL | MQL",The field of standardised computer languages for retrieval of information from a database and of documents containing the needed information.,http://data.europa.eu/esco/isced-f/0613,software and applications development and analysis,,
DigitalSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9d0d89be-bffa-4393-b6f6-8d05bea49051,"data extraction, transformation and loading tools",released,knowledge,cross-sector,"Sagent Data Flow | extract, transform, load | Relational Junction ETL Manager | Centerprise Data Integrator | CloverETL | Talend Studio for Data Integration | data extraction, transformation and loading tools | Adeptia Integration Server | ETL | IBM Infosphere WarehoEdition | Syncsort DMX | Data Migrator | Open Text Integration Center | Cognos Data Manager | Pervasive Data Integrator | Elixir Repertoire for Data ETL | PowerCenter Informatica","The tools for integration of information from multiple applications, created and maintained by organisations, into one consistent and transparent data structure.",http://data.europa.eu/esco/isced-f/0612,database and network design and administration,,
DigitalSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9d1b08b3-ba1e-41f6-a466-1ac1e62eb5f0,conduct ICT code review,released,skill/competence,sector-specific,conduct ICT code review,Examine and review systematically computer source code to identify errors in any stage of development and to improve the overall software quality.,http://data.europa.eu/esco/skill/a8c3186b-c791-4d57-8f4f-4d12c7a5c6a7,programming computer systems,,
DigitalSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9d2e926f-53d9-41f5-98f3-19dfaa687f3f,tools for software configuration management,released,knowledge,sector-specific,PIKT | tools for software version control | revision control | Synctool | Bcfg2 | source control | git | Rudder | ISconf | CFEngine | Rundeck | OCS Inventory NG with GLPI | NOC | Quattor | tools for software configuration management | cdist | NixOS | software tools for version control | Open pc server integration | Local ConFiGuration system | SmartFrog | Radmind,"The software programs to perform configuration identification, control, status accounting and audit, such as CVS, ClearCase, Subversion, GIT and TortoiseSVN perform this management.",http://data.europa.eu/esco/isced-f/0613,software and applications development and analysis,,
DigitalSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9d2f77af-4307-4ac5-bc50-a9980cec7e83,develop reporting software,released,skill/competence,occupation-specific,develop reporting software,Create reporting software and applications used for creating reports on data.,http://data.europa.eu/esco/skill/a8c3186b-c791-4d57-8f4f-4d12c7a5c6a7,programming computer systems,,
DigitalSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9dfab993-ecab-4292-9cb2-528a93eb3161,employ habitat survey techniques,released,skill/competence,sector-specific,use habitat survey techniques | employ survey techniques for habitat | employ techniques for habitat surveys | apply habitat survey methods | employ habitat survey techniques,"Apply sampling strategies and employ a range of habitat survey techniques, such as Geographic Information Systems (GIS), Global Positioning Systems (GPS), aerial photography, records and maps.",http://data.europa.eu/esco/skill/d519fadd-85bf-475f-bf14-c53a0290687d,monitoring environmental conditions,,
DigitalSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9e06bac6-6b91-48ca-8b7d-c1f48cdecd7c,solve ICT system problems,released,skill/competence,cross-sector,diagnose system problems | manage system problem | troubleshoot system | solve ICT system problems,"Identify potential component malfunctions. Monitor, document and communicate about incidents. Deploy appropriate resources with minimal outage and deploy appropriate diagnostic tools.",http://data.europa.eu/esco/skill/14832d87-2f2f-4895-b290-e4760ebae42a | http://data.europa.eu/esco/skill/0b9968af-72de-470a-98e1-2d19577443fb | http://data.europa.eu/esco/skill/03b9b491-fc9b-4868-914a-bf7cd47b5041 | http://data.europa.eu/esco/skill/334e3e49-fb02-4051-809a-f06adfdc1c40,solve technical problems | resolving computer problems | create solutions to problems | troubleshoot,,
DigitalSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9e14c1d8-72f2-45ba-815d-0d12e12d19fa,create thematic maps,released,skill/competence,cross-sector,creating of thematic maps | create thematic maps | thematic maps creation | creation of thematic map | apply map making techniques | thematic map creation | applying map making techniques | creating thematic maps | making thematic maps | creation of thematic maps | make thematic maps | thematic map making,"Use various techniques such as choropleth mapping and dasymetric mapping to create thematic maps based on geospatial information, using software programmes.",http://data.europa.eu/esco/skill/b1115b14-fa16-4c1e-be6c-91fd49a1808b,using computer aided design and drawing tools,,
DigitalSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9ecd4016-b9de-480d-8ec3-9881644f0eda,use sound measuring instruments,released,skill/competence,occupation-specific,employ sound measuring instruments | apply sound measuring instruments | operate sound measuring instruments | sound measuring instrument use | using sound measuring instruments | use sound measuring instruments,Operate instruments such as transducers and sound level meters to measure noise levels in an environment in order to prevent noise pollution.,http://data.europa.eu/esco/skill/c8f4aad2-ea23-49a2-9708-a6049c2d28ce | http://data.europa.eu/esco/skill/b92758d4-4591-4df1-9ceb-f907aa71ebd9,using precision measuring equipment | use measurement instruments,,
DigitalSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9ef0f3a0-9ce2-4ef1-a987-0366b5cb2dbe,database development tools,released,knowledge,sector-specific,database development tools,"The methodologies and tools used for creating logical and physical structure of databases, such as logical data structures, diagrams, modelling methodologies and entity-relationships.",http://data.europa.eu/esco/isced-f/0612,database and network design and administration,,
DigitalSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9effa3d7-c0c4-4583-ad94-b496ba5e5f2c,data mining methods,released,knowledge,cross-sector,data mining approaches | data mining arrangements | data mining mechanisms | a data mining method | data mining methods | methods of data mining | data mining methodology | data mining processes,Data mining techniques used to determine and analyse the relationship between different elements of economy and marketing.,http://data.europa.eu/esco/isced-f/0612 | http://data.europa.eu/esco/skill/25f0ea33-b4a2-4f31-b7b4-7d20e827b180,database and network design and administration | data mining,,
DigitalSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9faa44df-0821-4f69-8f86-184c799cf44f,HeroEngine,released,knowledge,sector-specific,HeroEngine,"The cloud-based real-time collaborative platform that consists of integrated development environments and specialised design tools, designed for the rapid iteration of user-derived computer games. 
 ",http://data.europa.eu/esco/skill/966f2fd3-3de6-42da-b87c-da924c6d7960 | http://data.europa.eu/esco/isced-f/0211,digital game creation systems | audio-visual techniques and media production,,
